BOTTLE,20170821ESSSTAGVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Version: ODV WOCE WHP BOTTLE Implementation V0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Creator: gertvd@stanford.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#CreateTime: 2017-08-21T10:47:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Software: Ocean Data View 4.7.8 - 64 bit (Mac OS X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Source: /Users/gertvd/Documents/1Projects/SubIce/ODV/SUBICE_hi_no3.odv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#SourceLastModified: 2016-12-16T13:29:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DataField: GeneralField,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#DataType: GeneralType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDPRS_FLAG_W,BTLDPTH,BTLDPTH_FLAG_W,CHLORA,CHLORA_FLAG_W,CHLORA_STDEV,CHLORA_STDEV_FLAG_W,PPHYTIN,PPHYTIN_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,NH4,NH4_FLAG_W,PHSPHT,PHSPHT_FLAG_W,SILCAT,SILCAT_FLAG_W,POC,POC_FLAG_W,PON,PON_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,FLUOR,FLUOR_FLAG_W,XMISS,XMISS_FLAG_W,SALT,SALT_FLAG_W
CC_32H12014051,      , 02901,  1,   -999,     10,2,20140520,2248,70.24,-163.25,32,10,2,9.891,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7337,2,32.3243,2,0.3744,2,76.2389,2,-999,9
CC_32H12014051,      , 02901,  1,   -999,      8,2,20140520,2248,70.24,-163.25,32,10,2,9.897,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7335,2,32.324,2,0.4121,2,76.8161,2,-999,9
CC_32H12014051,      , 02901,  1,   -999,      9,2,20140520,2248,70.24,-163.25,32,10,2,9.897,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7334,2,32.324,2,0.405,2,76.7358,2,-999,9
CC_32H12014051,      , 02901,  1,   -999,      7,2,20140520,2248,70.24,-163.25,32,10,2,9.899,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7339,2,32.3242,2,0.3995,2,76.9393,2,-999,9
CC_32H12014051,      , 02901,  1,   -999,      6,2,20140520,2248,70.24,-163.25,32,10,2,9.902,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7345,2,32.325,2,0.3854,2,76.9978,2,32.366,2
CC_32H12014051,      , 02901,  1,   -999,      5,2,20140520,2248,70.24,-163.25,32,10,2,9.903,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7345,2,32.325,2,0.3954,2,76.9341,2,-999,9
CC_32H12014051,      , 02901,  1,   -999,      4,2,20140520,2248,70.24,-163.25,32,10,2,9.904,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7346,2,32.3254,2,0.3586,2,76.9518,2,-999,9
CC_32H12014051,      , 02901,  1,   -999,      3,2,20140520,2248,70.24,-163.25,32,12.4,2,12.241,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7357,2,32.3299,2,0.3817,2,76.9649,2,-999,9
CC_32H12014051,      , 02901,  1,   -999,      2,2,20140520,2248,70.24,-163.25,32,12.4,2,12.241,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7358,2,32.332,2,0.3704,2,76.5948,2,-999,9
CC_32H12014051,      , 02901,  1,   -999,      1,2,20140520,2248,70.24,-163.25,32,12.4,2,12.241,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7357,2,32.3363,2,0.4195,2,76.6679,2,32.472,2
CC_32H12014051,      , 03001,  1,   -999,     10,2,20140520,2356,70.24,-163.25,31,2.4,2,2.359,2,-999,9,-999,9,-999,9,3.13,2,0.11,2,0.87,2,1.21,2,28.2,2,-999,9,-999,9,-1.7007,2,32.3374,2,0.1674,2,76.8887,2,-999,9
CC_32H12014051,      , 03001,  1,    129,     11,2,20140520,2356,70.24,-163.25,31,2.4,2,2.365,2,9.33,6,0.2,2,0.84,6,3.26,2,0.11,2,0.98,2,1.21,2,28.1,2,24.284,2,4.741,2,-1.6994,2,32.3327,2,0.1703,2,76.5416,2,-999,9
CC_32H12014051,      , 03001,  1,   -999,     12,2,20140520,2356,70.24,-163.25,31,2.4,2,2.366,2,-999,9,-999,9,-999,9,2.97,2,0.11,2,0.85,2,1.2,2,28,2,-999,9,-999,9,-1.6994,2,32.3321,2,0.1604,2,76.9075,2,-999,9
CC_32H12014051,      , 03001,  1,   -999,      8,2,20140520,2356,70.24,-163.25,31,5.1,2,5.069,2,-999,9,-999,9,-999,9,3.67,2,0.12,2,1.02,2,1.27,2,29.1,2,-999,9,-999,9,-1.7058,2,32.3375,2,0.242,2,76.9096,2,-999,9
CC_32H12014051,      , 03001,  1,    130,      9,2,20140520,2356,70.24,-163.25,31,5.1,2,5.074,2,9.08,6,0.6,2,1.02,6,-999,9,-999,9,-999,9,-999,9,-999,9,22.451,2,4.573,2,-1.6994,2,32.3389,2,0.3208,2,76.7279,2,-999,9
CC_32H12014051,      , 03001,  1,    131,      7,2,20140520,2356,70.24,-163.25,31,10.3,2,10.184,2,9.39,6,0.25,2,1.05,6,-999,9,-999,9,-999,9,-999,9,-999,9,25.873,2,5.128,2,-1.7288,2,32.3825,2,0.2817,2,76.5275,2,-999,9
CC_32H12014051,      , 03001,  1,   -999,      6,2,20140520,2356,70.24,-163.25,31,10.3,2,10.19,2,-999,9,-999,9,-999,9,3.86,2,0.12,2,1.05,2,1.3,2,29.4,2,-999,9,-999,9,-1.7278,2,32.3849,2,0.2917,2,76.6241,2,32.396,2
CC_32H12014051,      , 03001,  1,   -999,      4,2,20140520,2356,70.24,-163.25,31,12.2,2,12.124,2,-999,9,-999,9,-999,9,4.46,2,0.13,2,1.16,2,1.31,2,30,2,-999,9,-999,9,-1.729,2,32.3751,2,0.3058,2,76.5682,2,-999,9
CC_32H12014051,      , 03001,  1,    132,      5,2,20140520,2356,70.24,-163.25,31,12.3,2,12.131,2,9.55,6,0.87,2,1.03,6,-999,9,-999,9,-999,9,-999,9,-999,9,22.122,2,4.089,2,-1.7297,2,32.3751,2,0.311,2,76.8391,2,-999,9
CC_32H12014051,      , 03001,  1,    133,      3,2,20140520,2356,70.24,-163.25,31,20.7,2,20.511,2,4.17,6,0.96,2,1.35,6,6.54,2,0.16,2,1.67,2,1.46,2,33.7,2,12.804,2,2.041,2,-1.7281,2,32.562,2,0.1889,2,75.3756,2,-999,9
CC_32H12014051,      , 03001,  1,    134,      2,2,20140520,2356,70.24,-163.25,31,28.7,2,28.377,2,6.84,6,0.84,2,1.26,6,-999,9,-999,9,-999,9,-999,9,-999,9,17.297,2,2.952,2,-1.7331,2,32.5683,2,0.1743,2,75.3797,2,-999,9
CC_32H12014051,      , 03001,  1,   -999,      1,2,20140520,2356,70.24,-163.25,31,28.7,2,28.38,2,-999,9,-999,9,-999,9,7.04,2,0.16,2,1.79,2,1.47,2,35,2,-999,9,-999,9,-1.7328,2,32.5685,2,0.176,2,75.4883,2,32.547,2
CCE_32H1201405,      , 03101,  1,   -999,     12,2,20140521,1829,70.45,-162.95,36,2.6,2,2.527,2,-999,9,-999,9,-999,9,11.99,2,0.15,2,1.29,2,1.69,2,43.2,2,-999,9,-999,9,-1.7658,2,32.6508,2,0.0913,2,78.7927,2,-999,9
CCE_32H1201405,      , 03101,  1,    135,     11,2,20140521,1829,70.45,-162.95,36,2.6,2,2.528,2,1.51,6,0.12,2,0.48,6,12,2,0.14,2,1.3,2,1.69,2,43.1,2,5.783,2,0.981,2,-1.7655,2,32.6507,2,0.0998,2,78.9305,2,-999,9
CCE_32H1201405,      , 03101,  1,   -999,     10,2,20140521,1829,70.45,-162.95,36,2.6,2,2.533,2,-999,9,-999,9,-999,9,12.02,2,0.14,2,1.32,2,1.7,2,42.9,2,-999,9,-999,9,-1.7646,2,32.651,2,0.0918,2,78.9122,2,-999,9
CCE_32H1201405,      , 03101,  1,   -999,      9,2,20140521,1829,70.45,-162.95,36,2.6,2,2.539,2,-999,9,-999,9,-999,9,12.09,2,0.14,2,1.31,2,1.7,2,42.8,2,-999,9,-999,9,-1.7628,2,32.6511,2,0.0967,2,78.9138,2,-999,9
CCE_32H1201405,      , 03101,  1,    136,      7,2,20140521,1829,70.45,-162.95,36,5.2,2,5.105,2,1.29,6,0.26,2,0.87,6,12.06,2,0.14,2,1.33,2,1.71,2,43.1,2,8.2,2,1.123,2,-1.765,2,32.652,2,0.0968,2,79.1497,2,-999,9
CCE_32H1201405,      , 03101,  1,   -999,      8,2,20140521,1829,70.45,-162.95,36,5.2,2,5.108,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7615,2,32.6516,2,0.0978,2,79.0438,2,-999,9
CCE_32H1201405,      , 03101,  1,   -999,      6,2,20140521,1829,70.45,-162.95,36,10,2,9.929,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7721,2,32.6514,2,0.1062,2,79.0636,2,-999,9
CCE_32H1201405,      , 03101,  1,    137,      5,2,20140521,1829,70.45,-162.95,36,10,2,9.938,2,1.23,6,0.09,2,0.48,6,12.04,2,0.14,2,1.34,2,1.71,2,43.2,2,4.427,3,0.63,3,-1.7717,2,32.6513,2,0.1,2,79.3251,2,-999,9
CCE_32H1201405,      , 03101,  1,    138,      4,2,20140521,1829,70.45,-162.95,36,25.3,2,25.048,2,1.15,6,0.02,2,0.59,6,-999,9,-999,9,-999,9,-999,9,-999,9,7.698,2,0.955,2,-1.7711,2,32.6566,2,0.1118,2,78.289,2,-999,9
CCE_32H1201405,      , 03101,  1,   -999,      3,2,20140521,1829,70.45,-162.95,36,25.3,2,25.071,2,-999,9,-999,9,-999,9,12.15,2,0.14,2,1.41,2,1.73,2,43.7,2,-999,9,-999,9,-1.7713,2,32.6556,2,0.1029,2,78.7426,2,32.666,2
CCE_32H1201405,      , 03101,  1,   -999,      2,2,20140521,1829,70.45,-162.95,36,33.7,2,33.381,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7646,2,32.6594,2,0.1069,2,78.1533,2,-999,9
CCE_32H1201405,      , 03101,  1,    139,      1,2,20140521,1829,70.45,-162.95,36,33.7,2,33.396,2,1.14,6,0.07,2,0.58,6,12.17,2,0.14,2,1.42,2,1.73,2,43.6,2,5.264,2,0.592,2,-1.7673,2,32.6595,2,0.097,2,78.0933,2,32.664,2
CCE_32H1201405,      , 03201,  1,   -999,     11,2,20140522,341,70.6,-163.62,45,2.7,2,2.656,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7471,2,32.764,2,0.0764,2,77.2217,2,-999,9
CCE_32H1201405,      , 03201,  1,   -999,      9,2,20140522,341,70.6,-163.62,45,2.7,2,2.673,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.739,2,32.7632,2,0.0757,2,77.1757,2,-999,9
CCE_32H1201405,      , 03201,  1,    140,     10,2,20140522,341,70.6,-163.62,45,2.7,2,2.677,2,1.1,6,0.15,2,0.13,6,13.9,2,0.21,2,1.34,2,1.82,2,45.9,2,6.37,3,0.979,3,-1.7419,2,32.7632,2,0.0747,2,77.1961,2,-999,9
CCE_32H1201405,      , 03201,  1,    141,      7,2,20140522,341,70.6,-163.62,45,5.4,2,5.308,2,1.06,6,0.18,2,0.08,6,-999,9,-999,9,-999,9,-999,9,-999,9,5.893,2,0.835,2,-1.743,2,32.7644,2,0.0753,2,77.2697,2,-999,9
CCE_32H1201405,      , 03201,  1,   -999,      8,2,20140522,341,70.6,-163.62,45,5.4,2,5.317,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7428,2,32.7639,2,0.0749,2,77.2399,2,-999,9
CCE_32H1201405,      , 03201,  1,    142,      6,2,20140522,341,70.6,-163.62,45,10.2,2,10.077,2,1.16,6,0.14,2,0.16,6,13.95,2,0.21,2,1.35,2,1.81,2,45.9,2,5.096,2,0.736,2,-1.7447,2,32.7629,2,0.0813,2,77.3532,2,32.773,2
CCE_32H1201405,      , 03201,  1,   -999,      5,2,20140522,341,70.6,-163.62,45,10.2,2,10.088,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7406,2,32.763,2,0.0834,2,77.2666,2,-999,9
CCE_32H1201405,      , 03201,  1,   -999,      3,2,20140522,341,70.6,-163.62,45,25.7,2,25.45,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7756,2,32.7671,2,0.0955,2,77.2833,2,-999,9
CCE_32H1201405,      , 03201,  1,    143,      4,2,20140522,341,70.6,-163.62,45,25.7,2,25.476,2,1.26,6,0.03,2,0.1,6,14.11,2,0.22,2,1.33,2,1.82,2,46,2,7.08,2,1.032,2,-1.7757,2,32.7674,2,0.094,2,77.3616,2,-999,9
CCE_32H1201405,      , 03201,  1,   -999,      2,2,20140522,341,70.6,-163.62,45,42.4,2,41.97,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7643,2,32.7864,2,0.0922,2,73.4475,2,-999,9
CCE_32H1201405,      , 03201,  1,    144,      1,2,20140522,341,70.6,-163.62,45,42.4,2,41.982,2,1.22,6,0.26,2,0.12,6,14.09,2,0.22,2,1.39,2,1.85,2,46.3,2,6.172,2,0.819,2,-1.7655,2,32.7864,2,0.093,2,73.3363,2,32.789,2
HR_32H12014051,      , 03301,  1,   -999,     12,2,20140522,1212,70.83,-165.33,44,2.8,2,2.779,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7596,2,32.7352,2,0.0819,2,79.4331,2,-999,9
HR_32H12014051,      , 03301,  1,    145,     11,2,20140522,1212,70.83,-165.33,44,2.8,2,2.784,2,0.42,6,0.01,2,0.14,6,-999,9,-999,9,-999,9,-999,9,-999,9,5.691,2,0.654,2,-1.7593,2,32.7358,2,0.0812,2,79.4655,2,-999,9
HR_32H12014051,      , 03301,  1,   -999,     10,2,20140522,1212,70.83,-165.33,44,2.8,2,2.791,2,-999,9,-999,9,-999,9,15.53,2,0.18,2,1.33,2,1.91,2,49.5,2,-999,9,-999,9,-1.7585,2,32.7354,2,0.0783,2,79.2739,2,-999,9
HR_32H12014051,      , 03301,  1,   -999,      9,2,20140522,1212,70.83,-165.33,44,5.3,2,5.262,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7597,2,32.7356,2,0.0798,2,79.2405,2,-999,9
HR_32H12014051,      , 03301,  1,    146,      8,2,20140522,1212,70.83,-165.33,44,5.3,2,5.272,2,0.4,6,0.08,2,0.09,6,15.61,2,0.17,2,1.34,2,1.93,2,49.6,2,5.563,2,0.673,2,-1.7597,2,32.7389,2,0.0805,2,79.263,2,-999,9
HR_32H12014051,      , 03301,  1,    147,      7,2,20140522,1212,70.83,-165.33,44,10.4,2,10.278,2,0.47,6,0.06,2,0.07,6,-999,9,-999,9,-999,9,-999,9,-999,9,7.834,2,0.641,2,-1.7598,2,32.731,2,0.0777,2,79.6534,2,-999,9
HR_32H12014051,      , 03301,  1,   -999,      6,2,20140522,1212,70.83,-165.33,44,10.4,2,10.281,2,-999,9,-999,9,-999,9,15.85,2,0.18,2,1.35,2,1.94,2,49.5,2,-999,9,-999,9,-1.7604,2,32.7424,2,0.0782,2,79.3752,2,-999,9
HR_32H12014051,      , 03301,  1,   -999,      5,2,20140522,1212,70.83,-165.33,44,25.8,2,25.49,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7635,2,32.7688,2,0.0792,2,77.9774,2,-999,9
HR_32H12014051,      , 03301,  1,   -999,      4,2,20140522,1212,70.83,-165.33,44,25.8,2,25.49,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7643,2,32.7687,2,0.0786,2,77.776,2,-999,9
HR_32H12014051,      , 03301,  1,    148,      3,2,20140522,1212,70.83,-165.33,44,25.8,2,25.497,2,0.41,6,0.03,2,0.09,6,15.97,2,0.19,2,1.39,2,1.98,2,49.8,2,5.437,2,0.653,2,-1.7641,2,32.771,2,0.077,2,76.753,2,32.786,2
HR_32H12014051,      , 03301,  1,   -999,      2,2,20140522,1212,70.83,-165.33,44,41.4,2,41.016,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7535,2,32.8066,2,0.076,2,64.7055,2,-999,9
HR_32H12014051,      , 03301,  1,    149,      1,2,20140522,1212,70.83,-165.33,44,41.5,2,41.03,2,0.28,6,0.02,2,0.15,6,15.97,2,0.21,2,1.48,2,2.01,2,50.5,2,6.551,2,0.756,2,-1.7541,2,32.8162,2,0.0782,2,65.3512,2,32.812,2
HR_32H12014051,      , 03401,  1,    150,      9,2,20140522,1642,70.91,-165.07,42,2.5,2,2.518,2,0.41,6,0.03,2,0.05,6,14.46,2,0.15,2,1.57,2,1.86,2,49.4,2,-999,9,-999,9,-1.7464,2,32.6134,2,0.0695,2,81.5752,2,-999,9
HR_32H12014051,      , 03401,  1,   -999,     10,2,20140522,1642,70.91,-165.07,42,2.5,2,2.524,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7467,2,32.6136,2,0.0755,2,81.5647,2,-999,9
HR_32H12014051,      , 03401,  1,   -999,      8,2,20140522,1642,70.91,-165.07,42,5,2,4.958,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.743,2,32.6128,2,0.0717,2,81.583,2,-999,9
HR_32H12014051,      , 03401,  1,    151,      7,2,20140522,1642,70.91,-165.07,42,5,2,4.972,2,0.36,6,0.04,2,0.05,6,14.59,2,0.15,2,1.54,2,1.88,2,49.4,2,-999,9,-999,9,-1.7412,2,32.6121,2,0.0724,2,81.5658,2,-999,9
HR_32H12014051,      , 03401,  1,   -999,      6,2,20140522,1642,70.91,-165.07,42,10.5,2,10.395,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.751,2,32.6124,2,0.077,2,81.8481,2,-999,9
HR_32H12014051,      , 03401,  1,    152,      5,2,20140522,1642,70.91,-165.07,42,10.5,2,10.395,2,0.44,6,0.05,2,0.08,6,14.56,2,0.16,2,1.56,2,1.87,2,49.1,2,-999,9,-999,9,-1.7514,2,32.6137,2,0.0758,2,81.8607,2,-999,9
HR_32H12014051,      , 03401,  1,   -999,      3,2,20140522,1642,70.91,-165.07,42,25.4,2,25.173,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7626,2,32.7534,2,0.0685,2,75.5123,2,-999,9
HR_32H12014051,      , 03401,  1,    153,      4,2,20140522,1642,70.91,-165.07,42,25.4,2,25.177,2,0.17,6,0.03,2,0.12,6,15.2,2,0.17,2,1.49,2,1.93,2,50,2,-999,9,-999,9,-1.763,2,32.7562,2,0.0695,2,76.3547,2,32.743,2
HR_32H12014051,      , 03401,  1,   -999,      2,2,20140522,1642,70.91,-165.07,42,39.9,2,39.488,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7646,2,32.7632,2,0.07,2,70.2522,2,-999,9
HR_32H12014051,      , 03401,  1,    154,      1,2,20140522,1642,70.91,-165.07,42,39.9,2,39.5,2,0.21,6,0.02,2,0.13,6,15.21,2,0.17,2,1.49,2,1.94,2,49.8,2,-999,9,-999,9,-1.7667,2,32.7637,2,0.0731,2,70.1118,2,32.734,2
HR_32H12014051,      , 03601,  1,   -999,     12,2,20140523,322,71.05,-164.99,40,10.5,2,10.414,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7363,2,32.4551,2,0.0745,2,84.0716,2,-999,9
HR_32H12014051,      , 03601,  1,   -999,     10,2,20140523,322,71.05,-164.99,40,10.5,2,10.42,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7381,2,32.4568,2,0.0719,2,83.9991,2,-999,9
HR_32H12014051,      , 03601,  1,   -999,      8,2,20140523,322,71.05,-164.99,40,10.5,2,10.429,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7379,2,32.4565,2,0.0787,2,83.9839,2,-999,9
HR_32H12014051,      , 03601,  1,   -999,     11,2,20140523,322,71.05,-164.99,40,10.5,2,10.434,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7382,2,32.4568,2,0.0757,2,84.2146,2,-999,9
HR_32H12014051,      , 03601,  1,   -999,      6,2,20140523,322,71.05,-164.99,40,10.5,2,10.437,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7381,2,32.4568,2,0.0827,2,84.1901,2,-999,9
HR_32H12014051,      , 03601,  1,   -999,      4,2,20140523,322,71.05,-164.99,40,10.6,2,10.444,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7372,2,32.4564,2,0.0752,2,84.1207,2,-999,9
HR_32H12014051,      , 03601,  1,   -999,      9,2,20140523,322,71.05,-164.99,40,10.6,2,10.449,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7379,2,32.4567,2,0.0771,2,84.2804,2,-999,9
HR_32H12014051,      , 03601,  1,   -999,      7,2,20140523,322,71.05,-164.99,40,10.6,2,10.46,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7381,2,32.4569,2,0.0789,2,84.2146,2,-999,9
HR_32H12014051,      , 03601,  1,   -999,      5,2,20140523,322,71.05,-164.99,40,10.6,2,10.468,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7382,2,32.4568,2,0.0777,2,84.1369,2,-999,9
HR_32H12014051,      , 03601,  1,   -999,      1,2,20140523,322,71.05,-164.99,40,10.6,2,10.469,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7401,2,32.4569,2,0.0794,2,84.1541,2,-999,9
HR_32H12014051,      , 03601,  1,   -999,      3,2,20140523,322,71.05,-164.99,40,10.6,2,10.474,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7387,2,32.4567,2,0.0787,2,84.1703,2,-999,9
HR_32H12014051,      , 03601,  1,   -999,      2,2,20140523,322,71.05,-164.99,40,10.6,2,10.474,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7386,2,32.4568,2,0.0752,2,84.1593,2,-999,9
HR_32H12014051,      , 03602,  2,    156,     11,2,20140523,431,71.05,-164.99,40,2.7,2,2.624,2,0.64,6,0.13,2,0.06,6,-999,9,-999,9,-999,9,-999,9,-999,9,4.17,3,0.649,3,-1.7231,2,32.4601,2,0.0764,2,83.7287,2,-999,9
HR_32H12014051,      , 03602,  2,   -999,     10,2,20140523,431,71.05,-164.99,40,2.7,2,2.626,2,-999,9,-999,9,-999,9,13.56,2,0.15,2,1.74,2,1.85,2,49.2,2,-999,9,-999,9,-1.7239,2,32.462,2,0.077,2,83.677,2,-999,9
HR_32H12014051,      , 03602,  2,   -999,      9,2,20140523,431,71.05,-164.99,40,2.7,2,2.627,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7232,2,32.4627,2,0.0789,2,83.6765,2,-999,9
HR_32H12014051,      , 03602,  2,    157,      8,2,20140523,431,71.05,-164.99,40,5.6,2,5.494,2,0.62,6,0.06,2,0.07,6,-999,9,-999,9,-999,9,-999,9,-999,9,4.121,2,0.582,2,-1.7263,2,32.465,2,0.0734,2,83.498,2,-999,9
HR_32H12014051,      , 03602,  2,   -999,      7,2,20140523,431,71.05,-164.99,40,5.6,2,5.497,2,-999,9,-999,9,-999,9,13.69,2,0.15,2,1.73,2,1.85,2,50,2,-999,9,-999,9,-1.7236,2,32.4603,2,0.0785,2,83.4537,2,-999,9
HR_32H12014051,      , 03602,  2,   -999,      5,2,20140523,431,71.05,-164.99,40,10.3,2,10.195,2,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-999,9,-1.7314,2,32.4745,2,0.075,2,82.9474,2,-999,9
HR_32H12014051,      , 03602,  2,    158,      6,2,20140523,431,71.05,-164.99,40,10.3,2,10.201,2,0.38,6,0.09,2,0.1,6,14.27,2,0.15,2,1.68,2,1.87,2,49.8,2,3.813,2,0.575,2,-1.7276,2,32.4594,2,0.0803,2,83.7992,2,32.544,2
HR_32H12014051,      , 03602,  2,   -999,      3,2,20140523,431,71.05,-164.99,40,25,2,24.706,2,-999,9,-999,9,-999,9,15.88,2,0.17,2,1.46,2,2,2,51,2,-999,9,-999,9,-1.7558,2,32.7638,2,0.0691,2,75.1235,2,-999,9
HR_32H12014051,      , 03602,  2,    159,      4,2,20140523,431,71.05,-164.99,40,25,2,24.711,2,0.13,6,0.01,2,0.16,6,-999,9,-999,9,-999,9,-999,9,-999,9,5.201,2,0.63,2,-1.7478,2,32.6903,2,0.0712,2,79.3256,2,-999,9
HR_32H12014051,      , 03602,  2,    160,      2,2,20140523,431,71.05,-164.99,40,37.6,2,37.229,2,0.2,6,0.02,2,0.21,6,-999,9,-999,9,-999,9,-999,9,-999,9,4.281,2,0.622,2,-1.756,2,32.7726,2,0.07,2,70.3248,2,-999,9
HR_32H12014051,      , 03602,  2,   -999,      1,2,20140523,431,71.05,-164.99,40,37.6,2,37.242,2,-999,9,-999,9,-999,9,15.56,2,0.16,2,1.48,2,1.98,2,50.9,2,-999,9,-999,9,-1.7562,2,32.7727,2,0.0699,2,70.3634,2,32.74,2
